state,state_code,longitude,latitude
Espírito Santo,ES,-40.17433072461446,-19.773905637771463
Espírito Santo,ES,-40.04180475037017,-19.163948940491778
Espírito Santo,ES,-40.17910281171526,-19.39011228557872
Espírito Santo,ES,-39.95388519448978,-18.887240342612092
Goiás,GO,-50.29545369838865,-15.984409448353851
Goiás,GO,-47.73760986102399,-16.58362955245808
Goiás,GO,-50.55551168523174,-13.995320178863143
Goiás,GO,-47.26796437295656,-14.018448848382295
Goiás,GO,-51.925806013156006,-18.534694996513856
Goiás,GO,-49.69837969165227,-13.470832154969873
Goiás,GO,-46.68750595516596,-15.028715645321324
Goiás,GO,-52.048642520092756,-18.128559804053676
Goiás,GO,-48.2454655806232,-17.56688357760661
Goiás,GO,-47.88033970309646,-17.221594631516446
Goiás,GO,-51.77135005452391,-18.15181347549524
Goiás,GO,-49.96007903081818,-13.804093273769897
Goiás,GO,-50.518227334766046,-17.128381188697606
Goiás,GO,-53.06437870830357,-17.663345380805783
Goiás,GO,-48.323561068691475,-16.135180077892937
Goiás,GO,-50.114646475497686,-14.144674578433898
Goiás,GO,-51.63782765289031,-17.355240061568857
Goiás,GO,-47.44173989238262,-13.726521297359184
Goiás,GO,-50.8615825179778,-17.146273794717555
Goiás,GO,-51.65128219209318,-15.304151445424825
Maranhão,MA,-44.98902533887757,-3.1759023817044385
Maranhão,MA,-44.19390584665028,-4.189605000084966
Maranhão,MA,-44.58027787217318,-5.259115405716769
Maranhão,MA,-41.88795921697711,-2.9514428096406062
Maranhão,MA,-46.11410283798543,-5.9642846576062
Maranhão,MA,-44.609192215294975,-5.081965589681063
Maranhão,MA,-44.919023828949165,-3.4895533811504764
Maranhão,MA,-45.271586750134034,-3.782376439206714
Maranhão,MA,-44.42601504195528,-6.092269243637931
Maranhão,MA,-44.15936052848963,-4.499380373328205
Maranhão,MA,-46.04570633197832,-2.8354326292476024
Maranhão,MA,-43.109771979778856,-5.50466279070424
Maranhão,MA,-43.4131570360822,-5.062461420292272
Maranhão,MA,-44.82757378410148,-6.706327872715397
Maranhão,MA,-47.94437913650426,-5.13535755278669
Maranhão,MA,-43.64209329037907,-5.918652387850573
Maranhão,MA,-45.266397465422266,-2.752158457399572
Maranhão,MA,-46.019932032174836,-1.241110129123804
Maranhão,MA,-46.247170379634305,-9.378650828859483
Maranhão,MA,-44.6984195341249,-3.4050357339534445
Minas Gerais,MG,-42.101861763981645,-19.12212800544199
Minas Gerais,MG,-43.46806273277336,-17.106628957437973
Minas Gerais,MG,-44.28842863092026,-15.83018609532213
Minas Gerais,MG,-45.27503185412062,-18.267395825752985
Minas Gerais,MG,-44.377867654712446,-22.102623603696415
Minas Gerais,MG,-41.85374210355095,-19.9157142621029
Minas Gerais,MG,-43.752344691492986,-20.492435131837873
Minas Gerais,MG,-46.05550973812049,-15.579130930257001
Minas Gerais,MG,-47.10727695897376,-20.087305903943964
Minas Gerais,MG,-45.493813804638634,-18.04814056826939
Minas Gerais,MG,-45.27402315368604,-15.100293361976895
Minas Gerais,MG,-43.09576245730971,-17.14821277698958
Minas Gerais,MG,-40.350890625434396,-17.65223354069319
Minas Gerais,MG,-43.68359414984934,-15.133050028498156
Minas Gerais,MG,-43.174864481935025,-15.433877821006833
Minas Gerais,MG,-45.03041257776668,-16.84932133900712
Minas Gerais,MG,-44.72817220515956,-22.27616576348875
Minas Gerais,MG,-40.975122408919255,-18.81381006687911
Minas Gerais,MG,-47.00850140816517,-19.546129396393802
Minas Gerais,MG,-42.06851857074647,-17.700915081950118
Mato Grosso do Sul,MS,-53.080257116262345,-18.552499288486924
Mato Grosso do Sul,MS,-55.04339166792037,-22.96493447521165
Mato Grosso do Sul,MS,-53.88017384668959,-22.759263255026724
Mato Grosso do Sul,MS,-56.191367492241014,-19.561885342361972
Mato Grosso do Sul,MS,-56.240270722050205,-18.14607299292959
Mato Grosso do Sul,MS,-54.44515035476639,-21.910716364718983
Mato Grosso do Sul,MS,-55.2834601250752,-19.513962881321987
Mato Grosso do Sul,MS,-56.20177077460064,-18.97311917723634
Mato Grosso do Sul,MS,-54.31709845499237,-21.121164954383445
Mato Grosso do Sul,MS,-55.32798768421505,-19.256732854781255
Mato Grosso do Sul,MS,-53.54751595790957,-22.63779777531554
Mato Grosso do Sul,MS,-54.47088565452496,-18.05250408355416
Mato Grosso do Sul,MS,-51.39564010820317,-20.38484941915584
Mato Grosso do Sul,MS,-55.3953753233314,-23.546860092269828
Mato Grosso do Sul,MS,-56.48139272325526,-20.974933003176805
Mato Grosso do Sul,MS,-56.7924650706057,-18.72680312800205
Mato Grosso do Sul,MS,-52.73979214741798,-19.096786259742935
Mato Grosso do Sul,MS,-54.557902971653704,-18.220305635537503
Mato Grosso do Sul,MS,-55.38461350678096,-18.025063871409706
Mato Grosso do Sul,MS,-56.9950120538695,-19.142131668730887
Mato Grosso,MT,-57.967139758675025,-9.600783659393326
Mato Grosso,MT,-59.41087888986081,-12.776163267274299
Mato Grosso,MT,-59.494357224904874,-12.8094812740079
Mato Grosso,MT,-51.519416930743354,-12.306340524045467
Mato Grosso,MT,-61.00357788071388,-10.429274576392359
Mato Grosso,MT,-59.505211890696835,-15.981971788110327
Mato Grosso,MT,-56.32409656018482,-10.23025966319581
Mato Grosso,MT,-59.135905069528164,-10.919493107673038
Mato Grosso,MT,-53.46052533528188,-15.821663942611448
Mato Grosso,MT,-51.45465701623481,-11.47700798216622
Mato Grosso,MT,-60.67440442978765,-9.197514301746404
Mato Grosso,MT,-52.89191640249968,-12.099437526130398
Mato Grosso,MT,-55.30411325457338,-14.036678264071803
Mato Grosso,MT,-60.49843636319566,-9.292486125215554
Mato Grosso,MT,-59.29850623722513,-10.3811987153336
Mato Grosso,MT,-59.91325947727542,-15.270231680953387
Mato Grosso,MT,-51.45658253813555,-13.167742301474338
Mato Grosso,MT,-55.06350999207188,-15.461499611779796
Mato Grosso,MT,-61.07876008398346,-10.21594991796472
Mato Grosso,MT,-60.15984164257756,-14.079954962123
Pará,PA,-54.38135749703272,-9.318774800392921
Pará,PA,-56.138515193031026,0.27512374946370066
Pará,PA,-51.744677899785614,-6.404627137770218
Pará,PA,-51.7147517961923,-7.796317738126341
Pará,PA,-51.27448920600377,-6.086205884380051
Pará,PA,-56.08903872311764,2.321886915898247
Pará,PA,-55.49451784757853,-2.528318082504465
Pará,PA,-50.60720788473902,-1.951668193608704
Pará,PA,-55.82002499628417,-8.384986654589827
Pará,PA,-53.116836548851175,-6.504904748258136
Pará,PA,-54.46194960367307,-3.639473751700665
Pará,PA,-47.69814657085786,-0.7859144851164093
Pará,PA,-54.82668568895892,-5.264556190906149
Pará,PA,-51.173240377501735,-3.5940456796467917
Pará,PA,-56.669171200707055,-2.1818637462700154
Pará,PA,-51.210083487524884,-8.185648383819277
Pará,PA,-50.22793349251193,0.0883467501574966
Pará,PA,-53.71201946654689,-6.153677304401992
Pará,PA,-57.23484802439631,-7.994867929343299
Pará,PA,-51.16044085875496,-3.64570917870517
Paraíba,PB,-36.248762372795944,-6.445860574279048
Paraíba,PB,-38.052370937412974,-6.795462311407063
Paraíba,PB,-36.03488185590137,-6.842722291250141
Paraíba,PB,-38.306442629177106,-7.649182989010158
Paraíba,PB,-37.299514935586394,-7.96135279093568
Paraíba,PB,-35.32822259322571,-6.555665030585032
Paraíba,PB,-36.74034633883756,-7.571238845487264
Paraíba,PB,-36.23725454397848,-6.748150466565352
Paraíba,PB,-37.32336412392553,-7.16070651356141
Paraíba,PB,-35.091504534683665,-7.378350859678204
Paraíba,PB,-37.78232119100141,-6.7596805584287685
Paraíba,PB,-37.7983716938632,-7.405893543769617
Paraíba,PB,-36.332262244934675,-7.259345382936677
Paraíba,PB,-35.882174329821346,-6.9592272241818085
Paraíba,PB,-36.278858979178395,-7.557744366419988
Paraíba,PB,-38.43073526513929,-7.13387628610485
Paraíba,PB,-36.85823825823374,-7.219507419371577
Paraíba,PB,-37.99722252436249,-7.080587542711454
Paraíba,PB,-36.751380365847766,-7.229166087485899
Paraíba,PB,-38.09482773740015,-6.854379475418907
Pernambuco,PE,-36.152030735261256,-8.37585123314438
Pernambuco,PE,-37.729226767943686,-7.806714969259196
Pernambuco,PE,-36.65311007442727,-8.939805423799676
Pernambuco,PE,-39.92975008624194,-7.4754216079000315
Pernambuco,PE,-39.5635757517477,-7.730348855483693
Pernambuco,PE,-39.707053825052114,-7.678346420183266
Pernambuco,PE,-38.96847336462658,-8.484184717729018
Pernambuco,PE,-40.408139688450674,-9.08659495341203
Pernambuco,PE,-40.47343279575208,-9.193867194723003
Pernambuco,PE,-40.60759153934713,-9.251069493430263
Pernambuco,PE,-37.61188927261445,-7.8887163310529465
Pernambuco,PE,-37.769724199416416,-8.381466653414806
Pernambuco,PE,-40.645107430568444,-7.752408390728441
Pernambuco,PE,-36.68412299221258,-8.590986030269523
Pernambuco,PE,-38.373691642378134,-7.9109942322889
Pernambuco,PE,-40.58206692722515,-8.83652508588474
Pernambuco,PE,-40.582492274891024,-9.276748574190602
Pernambuco,PE,-38.115718733567576,-8.74312427242264
Pernambuco,PE,-40.06359893050916,-8.003956804320893
Pernambuco,PE,-38.65293244335231,-7.884069725404708
Piauí,PI,-44.64860427172733,-10.000466025283227
Piauí,PI,-41.960531387961986,-7.775095369750989
Piauí,PI,-41.79065323626781,-3.0227204909785446
Piauí,PI,-41.56325755812585,-7.030140794086177
Piauí,PI,-43.9088064839834,-8.932626955328981
Piauí,PI,-42.347149631147516,-6.646907039739961
Piauí,PI,-44.184476399927696,-8.096171979493159
Piauí,PI,-42.013415274684384,-7.468469072885006
Piauí,PI,-41.30483565879939,-5.250953926181328
Piauí,PI,-43.877803391746816,-10.176258953367268
Piauí,PI,-44.02509957216679,-8.9577564241422
Piauí,PI,-44.150046444142454,-8.677994298838627
Piauí,PI,-41.0864665163398,-7.757896452821548
Piauí,PI,-45.14369178422829,-8.019712537749857
Piauí,PI,-42.70829605126162,-5.194951150311943
Piauí,PI,-42.9848964293015,-6.943686832334922
Piauí,PI,-43.67390128884159,-8.763139881410702
Piauí,PI,-41.42043038971624,-8.704682987692067
Piauí,PI,-41.85765793509499,-6.379639512286923
Piauí,PI,-41.54198622746128,-6.706167677188383
Paraná,PR,-52.84417612403352,-23.45959124706895
Paraná,PR,-53.26561571085058,-26.06181797729562
Paraná,PR,-52.308678000824166,-23.81393455821052
Paraná,PR,-53.23275416600462,-23.453690216874783
Paraná,PR,-50.35816808447952,-24.453415645830084
Paraná,PR,-50.77003938580886,-24.336990588067508
Paraná,PR,-52.245811806222484,-25.69905822392208
Paraná,PR,-52.089629373961664,-23.992196655609916
Paraná,PR,-51.24704538570861,-24.564588707534543
Paraná,PR,-51.13171657453137,-23.011015161488036
Paraná,PR,-51.23232859475549,-23.916880012701753
Paraná,PR,-53.38470484335702,-25.044365854489257
Paraná,PR,-52.13080745874238,-26.08385822607634
Paraná,PR,-54.59780970887321,-25.52793085090302
Paraná,PR,-51.59357220721878,-23.793801611298264
Paraná,PR,-51.787349877405106,-22.997627799603105
Paraná,PR,-51.25696045887456,-25.19417147703436
Paraná,PR,-52.63883466124497,-22.924286518062683
Paraná,PR,-54.30596065189271,-25.090864138148575
Paraná,PR,-49.3913298482003,-26.043449104074927
Rio de Janeiro,RJ,-42.66404981101735,-22.34797871716269
Rio de Janeiro,RJ,-41.87510537134656,-21.386233046185826
Rio de Janeiro,RJ,-42.802130700818424,-22.909632848468824
Rio de Janeiro,RJ,-44.478695694006724,-22.32108724176884
Rio de Janeiro,RJ,-43.474991906729194,-22.960446426698226
Rio de Janeiro,RJ,-42.035327688001814,-22.774137638023543
Rio de Janeiro,RJ,-44.334505383667064,-23.202529132413638
Rio de Janeiro,RJ,-44.176583121108365,-22.423079780593135
Rio de Janeiro,RJ,-43.83372245577517,-22.728205370596253
Rio de Janeiro,RJ,-41.27074501794047,-21.487324856826916
Rio de Janeiro,RJ,-41.425775059625785,-21.655868144995434
Rio de Janeiro,RJ,-42.24710646851723,-22.207132449821604
Rio de Janeiro,RJ,-41.53479730429294,-22.035131501957625
Rio de Janeiro,RJ,-42.479392681395666,-22.164021582996774
Rio de Janeiro,RJ,-41.91133520812254,-21.234457994313097
Rio de Janeiro,RJ,-42.79024258538752,-22.68480884632595
Rio de Janeiro,RJ,-42.53290063784168,-22.444695456527885
Rio de Janeiro,RJ,-42.92135236993298,-22.16004871070473
Rio de Janeiro,RJ,-41.754861930668376,-22.06839214802885
Rio de Janeiro,RJ,-43.45019859736208,-22.435652975076447
Rio Grande do Norte,RN,-36.11753569590549,-5.676985345492772
Rio Grande do Norte,RN,-36.70489052712364,-6.937596716836278
Rio Grande do Norte,RN,-35.705140875403714,-5.420019190209795
Rio Grande do Norte,RN,-36.22231371229435,-5.873682768865411
Rio Grande do Norte,RN,-35.20773022661005,-6.424091373130006
Rio Grande do Norte,RN,-35.334802940811706,-6.207022540898144
Rio Grande do Norte,RN,-36.98450664579781,-5.88284783963678
Rio Grande do Norte,RN,-36.164172825030725,-6.391591280868836
Rio Grande do Norte,RN,-35.82775395692789,-5.665565108921954
Rio Grande do Norte,RN,-36.63696943386942,-5.464144882770185
Rio Grande do Norte,RN,-37.78817410784632,-5.512092460639739
Rio Grande do Norte,RN,-36.95429111790089,-4.92749545674314
Rio Grande do Norte,RN,-37.58181799345243,-5.376302870843984
Rio Grande do Norte,RN,-36.67378812401102,-6.850906822831433
Rio Grande do Norte,RN,-37.259930616870584,-6.466191518292938
Rio Grande do Norte,RN,-36.75191149447606,-5.520906360267642
Rio Grande do Norte,RN,-36.610499942675766,-6.8805464503246645
Rio Grande do Norte,RN,-36.170831289970124,-5.513363539393645
Rio Grande do Norte,RN,-36.290879516939924,-5.489872257637383
Rio Grande do Norte,RN,-37.74067662765247,-5.544103971173166
Rondônia,RO,-62.87666360961572,-8.439460568530908
Rondônia,RO,-62.83503452673543,-11.569368972799921
Rondônia,RO,-64.55181707862566,-11.365969399082438
Rondônia,RO,-64.75469878465569,-11.909913623908965
Rondônia,RO,-60.62948432113969,-12.482601655547782
Rondônia,RO,-62.11524111205676,-11.29870210071904
Rondônia,RO,-63.9102804533809,-11.746946331369198
Rondônia,RO,-61.45067191845009,-13.034469091836872
Rondônia,RO,-61.11476444096594,-13.522691644827436
Rondônia,RO,-63.30193452177386,-10.911837847209235
Rondônia,RO,-62.368780666565804,-11.873492379987356
Rondônia,RO,-65.14168455680704,-10.93403959034892
Rondônia,RO,-63.4840249039063,-11.583996399123148
Rondônia,RO,-62.59618517590364,-11.482093118508818
Rondônia,RO,-62.665274764705245,-8.71709305900523
Rondônia,RO,-64.71919782285288,-10.708005741029627
Rondônia,RO,-64.3567198618151,-9.471560169768441
Rondônia,RO,-62.426613761643786,-11.618297882520775
Rondônia,RO,-64.72585166071147,-9.342365577078239
Rondônia,RO,-62.013492857081026,-12.375308979262039
Roraima,RR,-62.52994471982208,3.3120975337053844
Roraima,RR,-64.01363903699941,2.93072425300908
Roraima,RR,-59.77807712981525,2.054492502169765
Roraima,RR,-63.16582453378957,2.96306645221995
Roraima,RR,-62.66074210610773,3.0209499610801336
Roraima,RR,-61.993866417860175,-0.405253938967705
Roraima,RR,-60.37678336403715,4.6263228089705235
Roraima,RR,-62.53403875962637,2.9487431249729577
Roraima,RR,-62.36989122007682,0.3215730809048827
Roraima,RR,-60.11216845897457,4.440632211325657
Roraima,RR,-60.994590545199316,-0.4269253812804372
Roraima,RR,-59.82754863517159,2.3122221687403632
Roraima,RR,-62.11935617402074,-0.9269105375187189
Roraima,RR,-61.00627177561563,-0.2861072158621416
Roraima,RR,-60.14858617327661,2.7560032756073127
Roraima,RR,-61.73972208663836,2.5338890027667924
Roraima,RR,-61.97974689906984,-0.25419842785364044
Roraima,RR,-59.29651549438391,0.5588777435559116
Roraima,RR,-63.080951916546105,2.193468661173907
Roraima,RR,-60.753581567826174,3.3077199063989404
Rio Grande do Sul,RS,-53.961623783302514,-29.987929411376438
Rio Grande do Sul,RS,-51.86527226471268,-28.477038857435303
Rio Grande do Sul,RS,-53.0705417544226,-33.32368960394008
Rio Grande do Sul,RS,-54.99963154524976,-28.198435565634323
Rio Grande do Sul,RS,-50.141836853390586,-28.717185131241436
Rio Grande do Sul,RS,-52.42886354030736,-29.903667533144375
Rio Grande do Sul,RS,-51.69776328871386,-27.662173569544144
Rio Grande do Sul,RS,-54.920041753838035,-29.268102628182405
Rio Grande do Sul,RS,-54.48462874755229,-27.48632317271589
Rio Grande do Sul,RS,-53.949304305676534,-29.811962020156503
Rio Grande do Sul,RS,-55.19387484065483,-28.863926893713128
Rio Grande do Sul,RS,-53.87511931551724,-30.36798018203358
Rio Grande do Sul,RS,-52.1281029500412,-30.37516943996928
Rio Grande do Sul,RS,-52.24096297558444,-32.19721571819498
Rio Grande do Sul,RS,-51.052484645319154,-30.088606881095714
Rio Grande do Sul,RS,-54.354539884600584,-28.518779899088706
Rio Grande do Sul,RS,-52.90538294973388,-27.639810919906626
Rio Grande do Sul,RS,-52.65215307648467,-30.340808714768166
Rio Grande do Sul,RS,-50.77283616557145,-29.40415456450372
Rio Grande do Sul,RS,-55.62448594144509,-30.452896235153002
Santa Catarina,SC,-53.074931423379994,-26.861500054439638
Santa Catarina,SC,-50.26550892608544,-26.5983268535504
Santa Catarina,SC,-50.40419636164117,-26.558421708567998
Santa Catarina,SC,-53.29780148478348,-26.44072432779609
Santa Catarina,SC,-48.9522084496811,-26.510901797731407
Santa Catarina,SC,-51.03546668513212,-27.0592346805364
Santa Catarina,SC,-49.5976377525279,-28.308912457567097
Santa Catarina,SC,-50.636565230619695,-26.323619586127993
Santa Catarina,SC,-49.52602346519039,-26.797989603248304
Santa Catarina,SC,-49.871053961185275,-26.400581391809883
Santa Catarina,SC,-52.354293692444934,-26.87763292710184
Santa Catarina,SC,-50.28703570127909,-26.77456628963474
Santa Catarina,SC,-50.01206641630633,-27.252898762252002
Santa Catarina,SC,-51.106770939329365,-26.839094288267994
Santa Catarina,SC,-50.78803925474443,-28.064971669312474
Santa Catarina,SC,-53.57942427976367,-26.535158461191372
Santa Catarina,SC,-49.22616209672997,-27.509436859260514
Santa Catarina,SC,-52.77458311705194,-26.42488858010779
Santa Catarina,SC,-50.30221154711698,-27.777465337054487
Santa Catarina,SC,-50.422740308079035,-26.265833814557467
Sergipe,SE,-36.9976811106115,-10.898754413205374
Sergipe,SE,-37.00639047504778,-10.352688672566071
Sergipe,SE,-37.42743594904454,-10.097864790045893
Sergipe,SE,-37.61399882370918,-10.659450842657558
Sergipe,SE,-37.29136620773279,-9.996490275907602
Sergipe,SE,-37.17856749959638,-10.052577830217722
Sergipe,SE,-37.409505817887286,-11.422373109096878
Sergipe,SE,-36.95527849967931,-10.4384322026359
Sergipe,SE,-37.109218074940514,-10.43307918992229
Sergipe,SE,-38.009067276103515,-11.105212183620539
Sergipe,SE,-37.82740601606438,-9.928549291293848
Sergipe,SE,-36.81589091462326,-10.230434635239941
Sergipe,SE,-37.75582436480163,-10.495180670028917
Sergipe,SE,-37.72212230005419,-10.248137407452006
Sergipe,SE,-37.77117672976978,-11.113522734714044
Sergipe,SE,-37.34540776931661,-11.26432290941047
Sergipe,SE,-37.46449105590843,-10.341738318625696
Sergipe,SE,-37.219852081830126,-10.416018438749388
Sergipe,SE,-38.076188603018956,-11.040310091897991
Sergipe,SE,-37.765797857378296,-9.881942446981768
São Paulo,SP,-48.185385227694105,-20.13631774583838
São Paulo,SP,-45.02627813230919,-22.70974436516816
São Paulo,SP,-51.304944981103425,-21.26604876150372
São Paulo,SP,-48.49377022008224,-24.488954661666405
São Paulo,SP,-47.59543987798018,-24.539300318987433
São Paulo,SP,-48.14007028777625,-21.736894636984932
São Paulo,SP,-52.49468036391747,-22.336515799211515
São Paulo,SP,-48.50788405676553,-23.242175314717084
São Paulo,SP,-49.64749003263212,-21.049216643943836
São Paulo,SP,-49.19764171073427,-23.520305984655263
São Paulo,SP,-46.597678454359084,-22.558060673378968
São Paulo,SP,-47.41572798279805,-23.6588386911203
São Paulo,SP,-48.991485644527366,-23.642380519896903
São Paulo,SP,-49.33583207317893,-22.930131754520467
São Paulo,SP,-48.881535142982514,-22.685649393575133
São Paulo,SP,-50.78226099863748,-22.44488919013391
São Paulo,SP,-48.85662401663158,-22.480409125985492
São Paulo,SP,-46.580691690191586,-22.789312022772677
São Paulo,SP,-50.10497118975109,-20.170635506896925
São Paulo,SP,-51.97960381855979,-22.28499176482029
Tocantins,TO,-49.50280000313774,-11.724619457149323
Tocantins,TO,-47.993169334200985,-11.730902545933617
